anime_id,title,title_english,title_japanese,title_synonyms,image_url,type,source,episodes,status,airing,aired_string,aired,duration,rating,score,scored_by,rank,popularity_rank,members,favorites,background,premiered,broadcast,related,producer,licensor,studio,genre,opening_theme,ending_theme,duration_min,aired_from_year,weighted_avg,popularity_score,normalized_weight,normalized_popularity,normalized_fav,final_score
5322,Mugen Kouro,,無限航路,Infinite Space,https://myanimelist.cdn-dena.com/images/anime/7/10813.jpg,ONA,Game,4,Finished Airing,False,"Oct 9, 2008 to May 29, 2009","{'from': '2008-10-09', 'to': '2009-05-29'}",2 min. per ep.,PG-13 - Teens 13 or older,5.13,377,8919.0,8342,965,1,,,,[],,,"Gonzo, Production I.G","Action, Sci-Fi, Space",[],[],2.0,2008.0,5.522806751889428,347,0.8695644343838886,0.8788600670548792,0.25340754946442773,0.6606045767980545
37150,Douluo Dalu,,斗罗大陆,"Combat Continent, Soul Land",https://myanimelist.cdn-dena.com/images/anime/1920/90166.jpg,ONA,Novel,26,Currently Airing,True,"Jan 20, 2018 to ?","{'from': '2018-01-20', 'to': None}",20 min. per ep.,PG-13 - Teens 13 or older,7.68,381,1166.0,7272,1649,31,"Douluo Dalu is an adaptation of the Chinese web novel of the same title, written by Tang Jia San Shao (唐家三少).",,,"{'Adaptation': [{'mal_id': 72303, 'type': 'manga', 'url': 'https://myanimelist.net/manga/72303/Douluo_Dalu', 'title': 'Douluo Dalu'}]}",Tencent Penguin Pictures,,Sparkly Key Animation Studio,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",[],[],20.0,2018.0,7.5393946375286,697,0.8724491836901411,0.8385389094759133,0.14380466813227935,0.6120816112284501
17371,Natsuyasumi.,,ナツヤスミ.,Summer Vacation,https://myanimelist.cdn-dena.com/images/anime/2/46637.jpg,ONA,Original,3,Finished Airing,False,"Jan 27, 2013 to Jul 11, 2013","{'from': '2013-01-27', 'to': '2013-07-11'}",14 min. per ep.,Rx - Hentai,5.97,3085,,4374,6504,71,,,,[],Studio Zealot,,Studio 9 MAiami,"Hentai, Yaoi",[],[],14.0,2013.0,6.0024548887445075,2116,0.7811889212285503,0.872419269454738,0.13725618597689324,0.5909852442978599
35982,Gundam Build Fighters: GM no Gyakushuu,,ガンダムビルドファイターズ GMの逆襲,Gundam Build Fighters: GM&#039;s Counterattack,https://myanimelist.cdn-dena.com/images/anime/12/87464.jpg,ONA,Original,1,Finished Airing,False,"Aug 25, 2017","{'from': '2017-08-25', 'to': '2017-08-25'}",32 min.,G - All Ages,7.29,1986,2457.0,5187,4274,3,,,,"{'Prequel': [{'mal_id': 19319, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19319/Gundam_Build_Fighters', 'title': 'Gundam Build Fighters'}], 'Sequel': [{'mal_id': 24625, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24625/Gundam_Build_Fighters_Try', 'title': 'Gundam Build Fighters Try'}], 'Side story': [{'mal_id': 35567, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35567/Gundam_Build_Fighters__Battlogue', 'title': 'Gundam Build Fighters: Battlogue'}]}",,,Sunrise,"Action, Sci-Fi, Mecha",[],"['""Carry on"" by BACK-ON']",32.0,2017.0,7.276274602421505,1614,0.8680948808995619,0.8270689959414153,0.07353009963047852,0.5836690122355804
37104,Slow Start: Web Yokoku Movie,,『スロウスタート』Web予告ムービー,,https://myanimelist.cdn-dena.com/images/anime/8/90006.jpg,ONA,4-koma manga,11,Finished Airing,False,"Jan 12, 2018 to Mar 23, 2018","{'from': '2018-01-12', 'to': '2018-03-23'}",38 sec. per ep.,PG-13 - Teens 13 or older,6.03,149,7292.0,7324,1604,1,,,,"{'Other': [{'mal_id': 35540, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35540/Slow_Start', 'title': 'Slow Start'}]}",,,A-1 Pictures,Slice of Life,[],[],0.6333333333333333,2018.0,6.421039440366494,674,0.8608403419533943,0.8062466913710958,0.08973291547780533,0.5797505831047576
15649,Puchimas!: Petit iDOLM@STER,PUCHIM@S,ぷちます！－プチ・アイドルマスター－,Puchimas!: Petit Idolmaster,https://myanimelist.cdn-dena.com/images/anime/6/44680.jpg,ONA,4-koma manga,64,Finished Airing,False,"Jan 1, 2013 to Mar 29, 2013","{'from': '2013-01-01', 'to': '2013-03-29'}",2 min. per ep.,PG-13 - Teens 13 or older,7.22,4630,2740.0,3569,10701,30,,,,"{'Adaptation': [{'mal_id': 29899, 'type': 'manga', 'url': 'https://myanimelist.net/manga/29899/Puchimas__Petit_iDOLMSTER', 'title': 'Puchimas!: Petit iDOLM@STER'}], 'Spin-off': [{'mal_id': 10278, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10278/The_iDOLMSTER', 'title': 'The iDOLM@STER'}], 'Prequel': [{'mal_id': 15781, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15781/Puchimas__Petit_iDOLMSTER_Episode_0', 'title': 'Puchimas!: Petit iDOLM@STER Episode 0'}], 'Side story': [{'mal_id': 18781, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18781/Puchimas__Petit_iDOLMSTER_-_Takatsuki_Gold_Densetsu_Special_Haruka-san_Matsuri', 'title': 'Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri'}], 'Sequel': [{'mal_id': 21073, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21073/Puchimas__Petit_Petit_iDOLMSTER', 'title': 'Puchimas!!: Petit Petit iDOLM@STER'}]}",,Funimation,Gathering,"Comedy, Slice of Life","['""La♪ La♪ La♪ Wonderland (ら♪ら♪ら♪わんだぁらんど)"" by 765PRO ALLSTARS featuring Puchidol (ぷちどる)']","['#1: ""A Ri Ga To YESTERDAYS (あ・り・が・と・YESTERDAYS)"" by Haruka Amami & Ritsuko Akizuki & Makoto Kikuchi & Miki Hoshii (Eriko Nakamura & Naomi Wakabayashi & Hiromi Hirata & Akiko Hasegawa) (eps 1-23)', '#2: ""TODAY with ME"" by Chihaya Kisaragi & Yukiho Hagiwara & Ami Futami & Mami Futami & Hibiki Ganaha (Asami Imai & Azumi Asakura & Asami Shimoda & Manami Numakura) (eps 24-43)', '#3: ""Maybe TOMORROW"" by Yayoi Takatsuki & Azusa Miura & Iori Minase & Takane Shijou (Mayako Nigo & Chiaki Takahashi & Rie Kugimiya & Yumi Hara) (eps 44-64)']",2.0,2013.0,7.21542681197701,2781,0.8173451757393226,0.7995412034586201,0.08104214416015718,0.560316412708173
4130,Petit Eva: Evangelion@School,,ぷちえう゛ぁ,"Puchi Eva, Eva-School, EAS, EOS, Neon Genesis Evangelion @ School",https://myanimelist.cdn-dena.com/images/anime/10/7593.jpg,ONA,Original,24,Finished Airing,False,"Mar 20, 2007 to Mar 11, 2009","{'from': '2007-03-20', 'to': '2009-03-11'}",3 min. per ep.,G - All Ages,5.91,7131,7550.0,2833,17706,28,,,,"{'Adaptation': [{'mal_id': 25632, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25632/Petit_Eva__EvangelionSchool', 'title': 'Petit Eva: Evangelion@School'}, {'mal_id': 25633, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25633/Petit_Eva_Bokura_Tanken_Doukoukai', 'title': 'Petit Eva Bokura Tanken Doukoukai'}], 'Spin-off': [{'mal_id': 30, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30/Neon_Genesis_Evangelion', 'title': 'Neon Genesis Evangelion'}]}","Bandai Visual, Bandai Channel",,"Xebec, Kanaban Graphics","Comedy, Parody, School",[],[],3.0,2007.0,5.925124992483925,3512,0.8825152621692167,0.7523380977589554,0.020356424528743162,0.5462192288707821
32735,Persona 3 the Movie Meets “Walkman”,,PERSONA3 THE MOVIE meets “Walkman”,,https://myanimelist.cdn-dena.com/images/anime/8/78544.jpg,ONA,Game,1,Finished Airing,False,"Feb 14, 2016","{'from': '2016-02-14', 'to': '2016-02-14'}",15 sec.,G - All Ages,5.88,704,7631.0,6444,2440,4,,,,"{'Other': [{'mal_id': 31149, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31149/Persona_3_the_Movie_4__Winter_of_Rebirth', 'title': 'Persona 3 the Movie 4: Winter of Rebirth'}]}",Sony Music Entertainment,,A-1 Pictures,Drama,[],[],0.25,2016.0,6.019762214740369,1011,0.759444191072262,0.8155990824069173,0.027344590485990927,0.5287879951085063
36520,Pikotarou no Lullaby Lullaby,Pikotaro&#039;s Lullaby La La By (Web),ピコ太郎のララバイラーラバイ,Pikotaro Lullaby Lu-llaby,https://myanimelist.cdn-dena.com/images/anime/5/88197.jpg,ONA,Original,3,Finished Airing,False,"Jul 17, 2017 to Jul 26, 2017","{'from': '2017-07-17', 'to': '2017-07-26'}",2 min. per ep.,G - All Ages,5.32,556,8656.0,8257,1012,2,,,,"{'Sequel': [{'mal_id': 35739, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35739/Pikotarou_no_Lullaby_Lullaby_TV', 'title': 'Pikotarou no Lullaby Lullaby (TV)'}]}",,,DLE,Comedy,[],[],2.0,2017.0,5.576659787578135,364,0.8534813644921544,0.6961355214399153,0.043669021001917774,0.5257843492882159
10532,Working&#039;!! Announcement Specials,Wagnaria&#039;!! Announcement Specials,ワーキング!!,,https://myanimelist.cdn-dena.com/images/anime/12/28941.jpg,ONA,4-koma manga,2,Finished Airing,False,"Apr 1, 2011 to Apr 2, 2011","{'from': '2011-04-01', 'to': '2011-04-02'}",2 min. per ep.,G - All Ages,6.83,4369,4221.0,3562,10763,9,,,,"{'Other': [{'mal_id': 10521, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10521/Working', 'title': 'Working&#039;!!'}, {'mal_id': 33094, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33094/WWWWorking', 'title': 'WWW.Working!!'}]}",,,A-1 Pictures,Comedy,[],[],2.0,2011.0,6.833886511669559,2789,0.8289431921657024,0.7552496911946357,0.00816689274521727,0.5254787261148333
